Stu ID,pos_x,pos_y,consume_level,have_class_afternoon,choice
929,741,882,75,TRUE,C
930,546,760,81,FALSE,B
931,719,661,82,FALSE,B
932,170,822,61,FALSE,B
933,31,841,81,FALSE,B
934,951,879,80,FALSE,C
935,709,402,100,FALSE,A
936,511,701,60,TRUE,C
937,284,183,58,FALSE,C
938,954,172,48,FALSE,C
939,845,647,77,TRUE,C
940,217,176,72,TRUE,A
941,472,442,66,TRUE,C
942,663,404,47,FALSE,C
943,799,970,89,FALSE,B
944,353,965,75,FALSE,B
945,264,370,68,FALSE,B
946,454,50,42,FALSE,C
947,678,342,100,TRUE,C
948,205,580,93,FALSE,A
949,506,849,55,FALSE,C
950,259,611,63,FALSE,C
951,867,429,80,FALSE,C
952,226,226,72,FALSE,A
953,841,54,74,FALSE,C
954,298,628,83,TRUE,B
955,966,987,72,TRUE,C
956,894,957,73,TRUE,C
957,415,107,100,FALSE,A
958,979,853,92,FALSE,B
959,315,869,88,FALSE,B
960,857,261,77,TRUE,C
961,38,788,69,TRUE,B
962,43,209,54,FALSE,C
963,705,27,50,FALSE,C
964,10,669,58,FALSE,B
965,427,880,71,FALSE,B
966,696,647,90,FALSE,C
967,55,283,72,FALSE,B
968,33,975,100,FALSE,B
969,958,311,66,FALSE,C
970,76,219,100,FALSE,A
971,472,932,88,FALSE,B
972,992,848,63,FALSE,C
973,790,674,64,TRUE,C
974,915,388,73,FALSE,B
975,166,726,63,FALSE,B
976,650,776,79,FALSE,B
977,710,126,79,TRUE,C
978,101,302,83,FALSE,B
979,409,586,44,FALSE,C
980,271,719,75,FALSE,B
981,344,870,79,FALSE,B
982,539,945,53,FALSE,C
983,653,304,77,FALSE,C
984,829,665,97,FALSE,A
985,233,407,89,FALSE,B
986,440,575,83,TRUE,C
987,88,482,98,FALSE,B
988,667,796,98,TRUE,C
989,924,740,57,TRUE,C
990,465,506,81,FALSE,B
991,463,352,81,FALSE,B
992,511,821,81,FALSE,B
993,438,993,100,FALSE,A
994,765,349,43,FALSE,C
995,591,590,100,FALSE,A
996,675,756,80,TRUE,C
997,836,232,71,TRUE,C
998,669,346,100,FALSE,A
999,844,435,56,TRUE,C
1000,566,960,89,FALSE,B
1001,303,875,72,TRUE,B
1002,283,76,49,FALSE,C
1003,774,702,100,FALSE,A
1004,588,434,78,FALSE,B
1005,627,58,87,FALSE,A
1006,369,79,100,TRUE,A
1007,543,184,100,TRUE,C
1008,641,78,35,FALSE,C
1009,502,209,60,TRUE,C
1010,395,372,78,FALSE,B
1011,262,335,74,FALSE,B
1012,803,231,67,TRUE,C
1013,808,631,67,FALSE,B
1014,271,632,84,FALSE,B
1015,581,408,97,FALSE,A
1016,37,750,71,TRUE,B
1017,247,983,92,TRUE,B
1018,292,192,45,FALSE,C
1019,662,892,100,TRUE,C
1020,43,866,66,FALSE,B
1021,704,812,100,TRUE,C
1022,451,46,77,FALSE,B
1023,990,976,100,TRUE,C
1024,42,634,52,FALSE,C
1025,433,969,87,FALSE,B
1026,877,131,69,FALSE,C
1027,250,909,78,TRUE,B
1028,250,957,88,TRUE,B
1029,636,993,100,FALSE,A
1030,981,1,79,FALSE,C
1031,193,625,98,FALSE,A
1032,650,406,62,FALSE,B
1033,411,625,96,TRUE,B
1034,863,259,94,FALSE,A
1035,835,350,82,FALSE,C
1036,343,943,93,FALSE,A
1037,796,623,52,FALSE,C
1038,868,575,87,FALSE,C
1039,772,438,62,FALSE,C
1040,114,23,74,FALSE,A
1041,586,647,63,TRUE,C
1042,871,937,82,TRUE,C
1043,364,247,65,TRUE,C
1044,399,979,78,TRUE,B
1045,240,628,86,FALSE,B
1046,358,704,44,FALSE,C
1047,377,618,65,FALSE,C
1048,629,535,84,FALSE,A
1049,627,863,29,TRUE,C
1050,277,833,67,FALSE,B
1051,468,754,100,TRUE,C
1052,945,709,72,FALSE,C
1053,426,409,83,TRUE,C
1054,324,436,82,FALSE,B
1055,27,536,84,TRUE,B
1056,288,674,83,FALSE,B
1057,91,624,60,FALSE,B
1058,857,343,58,FALSE,C
1059,76,204,73,TRUE,A
1060,406,571,91,FALSE,A
1061,790,936,67,FALSE,C
1062,613,223,81,TRUE,C
1063,547,120,66,TRUE,C
1064,432,965,77,FALSE,B
1065,839,118,87,FALSE,A
1066,163,166,75,FALSE,B
1067,259,936,69,FALSE,B
1068,734,849,56,TRUE,C
1069,590,883,67,FALSE,B
1070,503,950,91,FALSE,B
1071,613,288,100,TRUE,C
1072,482,911,100,FALSE,A
1073,787,800,100,TRUE,C
1074,204,808,100,TRUE,B
1075,805,368,62,FALSE,C
1076,737,41,76,FALSE,A
1077,478,27,79,FALSE,B
1078,210,45,88,FALSE,A
1079,772,231,67,FALSE,C
1080,419,350,45,FALSE,C
1081,164,188,98,TRUE,A
1082,580,102,80,FALSE,B
1083,708,350,97,TRUE,C
1084,333,673,94,FALSE,A
1085,210,350,61,FALSE,B
1086,500,170,86,FALSE,A
1087,900,365,65,FALSE,C
1088,127,636,81,FALSE,B
1089,278,158,63,FALSE,C
1090,555,838,72,FALSE,B
1091,837,844,76,TRUE,C
1092,640,29,85,FALSE,A
1093,635,865,79,FALSE,B
1094,967,841,60,FALSE,C
1095,896,971,87,FALSE,B
1096,910,138,76,FALSE,B
1097,538,355,97,FALSE,A
1098,492,654,86,TRUE,C
1099,652,196,88,FALSE,A
1100,886,820,50,FALSE,C
1101,626,334,98,TRUE,C
1102,941,785,60,TRUE,C
1103,836,340,100,FALSE,A
1104,818,350,89,TRUE,C
1105,825,196,69,FALSE,C
1106,170,775,89,TRUE,B
1107,569,341,71,FALSE,B
1108,691,998,65,FALSE,B
1109,60,476,81,FALSE,B
1110,55,148,54,FALSE,C
1111,264,585,100,FALSE,A
1112,509,491,82,FALSE,C
1113,865,100,100,FALSE,A
1114,513,466,64,FALSE,B
1115,703,175,91,FALSE,A
1116,167,645,83,FALSE,B
1117,91,407,70,FALSE,B
1118,499,97,80,FALSE,B
1119,641,259,45,TRUE,C
1120,304,867,100,FALSE,A
1121,360,832,71,FALSE,B
1122,507,303,100,TRUE,A
1123,465,314,73,FALSE,B
1124,496,56,87,FALSE,A
1125,379,743,67,TRUE,B
1126,203,13,100,TRUE,A
1127,499,171,69,FALSE,B
1128,589,765,77,FALSE,B
1129,743,377,92,FALSE,A
1130,130,934,61,FALSE,B
1131,451,795,76,FALSE,B
1132,560,783,96,FALSE,A
1133,856,131,66,TRUE,C
1134,215,147,93,TRUE,A
1135,494,933,43,FALSE,C
1136,911,221,83,FALSE,A
1137,633,766,76,FALSE,B
1138,479,547,95,FALSE,B
1139,478,662,48,TRUE,C
1140,570,342,74,TRUE,C
1141,786,384,86,FALSE,B
1142,848,998,60,FALSE,C
1143,819,576,79,TRUE,C
1144,430,177,70,FALSE,A
1145,105,733,99,FALSE,B
1146,876,430,100,FALSE,A
1147,525,228,79,FALSE,C
1148,773,698,87,TRUE,C
1149,347,195,52,FALSE,C
1150,406,444,80,TRUE,C
1151,15,146,87,FALSE,A
1152,965,96,85,TRUE,C
1153,686,896,62,FALSE,B
1154,214,695,53,TRUE,B
1155,42,38,100,FALSE,A
1156,506,116,100,FALSE,A
1157,194,855,87,FALSE,B
1158,766,595,100,FALSE,A
1159,82,35,76,FALSE,A
1160,909,753,50,FALSE,C
1161,359,639,100,TRUE,B
1162,279,986,78,FALSE,B
1163,198,545,76,FALSE,B
1164,431,643,65,FALSE,B
1165,507,601,100,FALSE,A
1166,485,181,100,FALSE,A
1167,324,795,100,FALSE,A
1168,867,560,100,TRUE,C
1169,609,656,99,TRUE,C
1170,482,339,72,FALSE,B
1171,382,891,90,FALSE,B
1172,688,763,72,FALSE,B
1173,972,307,100,FALSE,A
1174,64,97,100,FALSE,A
1175,250,901,86,FALSE,B
1176,468,199,88,FALSE,A
1177,8,13,79,FALSE,A
1178,665,344,72,TRUE,C
1179,244,736,93,FALSE,A
1180,554,256,93,TRUE,C
1181,439,646,64,FALSE,B
1182,320,540,100,TRUE,B
1183,423,903,100,FALSE,A
1184,119,20,100,FALSE,A
1185,72,70,87,TRUE,A
1186,735,673,67,TRUE,C
1187,250,910,100,TRUE,B
1188,267,900,65,FALSE,B
1189,545,67,56,FALSE,C
1190,751,844,100,FALSE,A
1191,102,260,100,FALSE,A
1192,917,189,94,FALSE,A
1193,902,863,61,FALSE,C
1194,977,895,45,FALSE,C
1195,777,517,76,FALSE,B
1196,965,215,51,TRUE,C
1197,620,687,100,TRUE,C
1198,943,883,100,FALSE,A
1199,414,272,86,TRUE,C
1200,211,241,100,FALSE,A
1201,667,630,83,FALSE,B
1202,340,438,89,TRUE,B
1203,630,971,76,FALSE,B
1204,824,956,82,TRUE,C
1205,246,882,72,FALSE,B
1206,758,262,57,TRUE,C
1207,689,711,82,FALSE,B
1208,441,863,83,FALSE,B
1209,842,485,66,FALSE,C
1210,671,245,33,TRUE,C
1211,649,923,52,FALSE,C
1212,335,416,82,FALSE,B
1213,385,622,70,TRUE,B
1214,237,716,100,FALSE,A
1215,500,789,97,TRUE,B
1216,384,420,82,TRUE,C
1217,207,648,85,FALSE,B
1218,979,176,84,TRUE,C
1219,567,543,63,FALSE,C
1220,378,466,76,FALSE,B
1221,106,877,77,FALSE,B
1222,646,598,100,FALSE,A
1223,465,924,94,TRUE,B
1224,579,113,75,TRUE,C
1225,151,998,100,FALSE,A
1226,621,185,62,TRUE,C
1227,878,914,62,FALSE,C
1228,883,798,95,FALSE,A
1229,264,234,96,TRUE,A
1230,9,839,23,TRUE,B
1231,543,124,80,FALSE,B
1232,128,65,100,FALSE,A
1233,336,602,80,FALSE,B
1234,754,962,83,FALSE,B
1235,939,527,67,FALSE,C
1236,596,942,94,FALSE,B
1237,741,212,90,FALSE,A
1238,357,205,94,FALSE,A
1239,801,645,69,FALSE,C
1240,360,145,100,TRUE,A
1241,84,882,82,TRUE,B
1242,230,706,79,FALSE,B
1243,763,109,60,FALSE,C
1244,942,832,100,FALSE,A
1245,589,917,90,TRUE,C
1246,478,47,92,TRUE,A
1247,551,676,88,FALSE,B
1248,181,380,85,FALSE,B
1249,579,659,63,FALSE,C
1250,153,311,92,TRUE,A
1251,975,315,75,FALSE,B
1252,656,644,77,TRUE,C
1253,59,842,22,TRUE,B
1254,748,211,69,FALSE,C
1255,384,247,80,FALSE,B
1256,771,272,99,FALSE,A
1257,297,548,100,FALSE,B
1258,386,211,69,TRUE,C
1259,981,19,100,FALSE,A
1260,677,609,86,FALSE,B
1261,237,419,73,FALSE,B
1262,172,519,28,FALSE,C
1263,594,91,43,FALSE,C
1264,520,384,88,FALSE,A
1265,495,185,83,FALSE,B
1266,779,33,96,FALSE,A
1267,837,940,100,FALSE,A
1268,994,486,57,TRUE,C
1269,32,223,69,FALSE,B
1270,853,575,71,FALSE,C
1271,432,985,95,FALSE,A
1272,603,884,84,FALSE,C
1273,716,947,76,FALSE,B
1274,509,826,54,FALSE,C
1275,857,240,72,FALSE,C
1276,748,893,100,FALSE,A
1277,161,741,80,FALSE,B
1278,358,661,86,TRUE,B
1279,364,232,57,FALSE,C
1280,477,757,69,FALSE,B
1281,370,510,84,FALSE,B
1282,348,969,100,FALSE,A
1283,515,429,86,TRUE,C
1284,47,979,87,FALSE,B
1285,129,458,37,FALSE,C
1286,868,144,62,FALSE,C
1287,811,852,75,FALSE,B
1288,749,141,91,FALSE,A
1289,723,66,82,TRUE,C
1290,121,638,71,FALSE,B
1291,32,645,92,FALSE,B
1292,325,118,86,TRUE,A
1293,45,635,100,FALSE,A
1294,868,696,96,FALSE,A
1295,863,36,82,FALSE,B
1296,706,264,94,TRUE,C
1297,40,517,100,FALSE,A
1298,583,882,100,TRUE,B
1299,655,41,87,FALSE,B
1300,741,488,69,FALSE,C
1301,613,941,36,FALSE,C
1302,194,384,86,TRUE,B
1303,56,285,85,TRUE,A
1304,488,713,100,TRUE,B
1305,823,814,100,FALSE,A
1306,768,428,88,TRUE,C
1307,229,35,100,FALSE,A
1308,416,775,35,FALSE,C
1309,644,114,68,FALSE,B
1310,218,568,95,FALSE,A
1311,39,234,82,FALSE,B
1312,111,351,88,FALSE,A
1313,861,189,86,TRUE,C
1314,902,54,76,FALSE,B
1315,181,478,55,FALSE,C
1316,428,506,57,FALSE,B
1317,579,934,68,FALSE,B
1318,561,699,72,FALSE,B
1319,147,661,68,FALSE,B
1320,903,617,77,FALSE,C
1321,481,317,88,FALSE,A
1322,577,193,68,FALSE,C
1323,112,755,81,FALSE,B
1324,522,892,93,TRUE,B
1325,538,425,90,TRUE,C
1326,149,243,98,FALSE,A
1327,450,559,100,FALSE,A
1328,943,887,84,FALSE,B
1329,657,349,82,FALSE,B
1330,716,793,99,FALSE,A
1331,148,427,100,FALSE,A
1332,686,573,64,FALSE,C
1333,123,233,77,TRUE,A
1334,432,861,85,FALSE,B
1335,699,527,29,FALSE,C
1336,525,962,74,FALSE,B
1337,998,578,56,FALSE,C
1338,904,296,100,FALSE,A
1339,183,103,79,FALSE,B
1340,555,869,76,FALSE,B
1341,320,497,77,TRUE,B
1342,86,974,87,FALSE,B
1343,599,85,88,FALSE,A
1344,906,141,69,FALSE,C
1345,802,418,61,TRUE,C
1346,238,131,75,TRUE,A
1347,354,247,52,FALSE,C
1348,511,440,53,FALSE,C
1349,729,640,98,TRUE,C
1350,190,653,60,TRUE,B
1351,206,238,65,FALSE,B
1352,500,359,94,FALSE,A
1353,460,93,76,FALSE,A
1354,941,180,51,FALSE,C
1355,648,51,71,FALSE,C
1356,302,704,90,FALSE,B
1357,684,943,49,TRUE,C
1358,502,482,88,FALSE,A
1359,372,340,81,FALSE,A
1360,310,84,88,FALSE,A
1361,367,709,85,FALSE,B
1362,174,336,77,FALSE,B
1363,630,486,89,FALSE,B
1364,980,672,38,FALSE,C
1365,870,516,68,FALSE,C
1366,810,712,98,FALSE,A
1367,645,689,94,FALSE,B
1368,166,608,69,FALSE,B
1369,249,687,73,FALSE,B
1370,746,390,100,FALSE,A
1371,927,94,100,FALSE,A
1372,903,638,89,TRUE,C
1373,734,431,76,FALSE,C
1374,689,215,100,FALSE,A
1375,324,947,100,FALSE,B
1376,200,650,39,FALSE,C
1377,494,454,95,FALSE,A
1378,134,631,77,FALSE,B
1379,104,629,79,TRUE,B
1380,0,895,91,FALSE,B
1381,625,823,68,TRUE,C
1382,215,888,44,FALSE,C
1383,789,841,100,FALSE,A
1384,821,949,22,TRUE,C
1385,316,138,89,FALSE,A
1386,274,558,45,FALSE,C
1387,827,830,54,TRUE,C
1388,114,378,90,FALSE,A
1389,122,592,81,FALSE,B
1390,173,524,77,FALSE,B
1391,318,371,63,FALSE,B
1392,867,764,100,FALSE,A
1393,414,829,67,FALSE,B
1394,666,924,100,FALSE,A
1395,248,110,70,FALSE,B
1396,645,240,84,FALSE,B
1397,383,556,43,FALSE,C
1398,160,256,63,FALSE,B
1399,574,873,77,FALSE,B
1400,115,424,45,FALSE,C
1401,77,215,69,FALSE,B
1402,254,942,70,FALSE,B
1403,723,637,100,FALSE,A
1404,8,41,100,FALSE,A
1405,786,852,100,TRUE,C
1406,798,63,76,FALSE,B
1407,158,843,100,FALSE,A
1408,321,256,97,FALSE,A
1409,860,716,59,FALSE,C
1410,567,340,71,FALSE,B
1411,786,104,82,FALSE,B
1412,929,247,60,FALSE,C
1413,32,666,100,FALSE,A
1414,595,591,88,TRUE,C
1415,97,30,74,FALSE,B
1416,613,649,52,FALSE,C
1417,889,225,99,FALSE,A
1418,266,282,66,TRUE,A
1419,20,145,47,FALSE,C
1420,37,935,77,FALSE,B
1421,181,232,55,FALSE,C
1422,966,306,67,TRUE,C
1423,750,132,58,FALSE,C
1424,417,22,85,FALSE,A
1425,174,67,80,FALSE,A
1426,352,724,86,FALSE,A
1427,167,387,74,FALSE,B
1428,436,607,99,FALSE,A
1429,367,677,82,FALSE,B
1430,371,228,68,TRUE,C
1431,642,932,94,FALSE,B
1432,961,116,74,FALSE,C
1433,246,756,75,TRUE,B
1434,295,810,65,TRUE,B
1435,733,236,79,FALSE,B
1436,524,705,59,FALSE,C
1437,695,796,67,FALSE,C
1438,733,352,97,FALSE,A
1439,117,456,65,FALSE,B
1440,454,101,68,FALSE,B
1441,515,235,72,FALSE,B
1442,223,559,71,TRUE,B
1443,898,612,44,FALSE,C
1444,812,610,85,TRUE,C
1445,101,935,90,TRUE,B
1446,468,220,38,TRUE,C
1447,714,442,81,FALSE,B
1448,570,993,78,TRUE,C
1449,246,808,84,TRUE,B
1450,703,30,100,FALSE,A
1451,150,997,91,FALSE,B
1452,372,493,56,TRUE,B
1453,316,714,95,TRUE,B
1454,94,444,83,FALSE,A
1455,15,341,99,FALSE,A
1456,147,361,99,FALSE,A
1457,828,550,81,TRUE,C
1458,909,979,81,TRUE,C
1459,731,333,40,FALSE,C
1460,601,259,66,FALSE,C
1461,379,421,53,FALSE,C
1462,619,713,100,TRUE,C
1463,648,288,56,FALSE,C
1464,730,86,94,FALSE,A
1465,962,678,63,FALSE,C
1466,727,846,83,FALSE,B
1467,529,533,100,FALSE,B
1468,634,579,94,FALSE,A
1469,502,292,91,FALSE,A
1470,480,682,99,FALSE,A
1471,954,470,77,FALSE,B
1472,7,922,72,FALSE,B
1473,577,376,100,FALSE,A
1474,127,531,100,FALSE,A
1475,358,812,77,TRUE,B
1476,680,844,100,TRUE,C
1477,868,757,76,FALSE,B
1478,330,639,66,FALSE,B
1479,325,45,85,FALSE,A
1480,644,944,44,FALSE,C
1481,354,614,100,FALSE,A
1482,826,572,100,FALSE,A
1483,102,374,98,FALSE,A
1484,356,394,53,FALSE,C
1485,728,0,82,FALSE,A
1486,874,196,100,FALSE,A
1487,726,649,72,FALSE,B
1488,261,836,88,FALSE,B
1489,507,774,76,FALSE,B
1490,878,63,75,TRUE,C
1491,489,756,89,FALSE,B
1492,805,177,75,FALSE,B
1493,51,849,82,FALSE,B
1494,492,596,100,FALSE,A
1495,312,169,100,TRUE,A
1496,61,600,51,FALSE,C
1497,415,117,74,TRUE,A
1498,530,643,100,FALSE,A
1499,731,147,68,FALSE,C
1500,504,601,100,TRUE,C
1501,359,249,89,FALSE,B
1502,574,837,77,TRUE,C
1503,857,279,61,FALSE,C
1504,106,284,43,TRUE,A
1505,992,541,82,TRUE,C
1506,379,254,86,TRUE,A
1507,51,40,100,FALSE,A
1508,865,499,91,FALSE,C
1509,114,791,46,FALSE,C
1510,302,972,45,FALSE,C
1511,63,488,100,TRUE,B
1512,57,452,96,FALSE,A
1513,869,45,90,TRUE,C
1514,944,464,55,FALSE,C
1515,519,343,82,FALSE,B
1516,357,451,51,TRUE,C
1517,853,935,100,TRUE,C
1518,570,10,93,FALSE,A
1519,867,681,91,FALSE,A
1520,916,969,67,FALSE,C
1521,45,182,44,FALSE,C
1522,207,376,82,FALSE,B
1523,586,86,100,FALSE,A
1524,846,684,93,TRUE,C
1525,847,985,55,TRUE,C
1526,776,989,80,FALSE,C
1527,70,601,59,FALSE,B
1528,295,474,84,FALSE,B
1529,509,265,100,TRUE,C
1530,550,488,92,TRUE,C
1531,228,100,91,FALSE,A
1532,334,866,93,FALSE,B
1533,883,226,100,FALSE,A
1534,702,329,64,FALSE,C
1535,968,160,78,TRUE,C
1536,663,261,53,TRUE,C
1537,270,778,61,FALSE,C
1538,618,815,100,TRUE,C
1539,551,775,81,FALSE,B
1540,891,147,100,FALSE,A
1541,13,151,86,FALSE,A
1542,786,126,100,FALSE,A
1543,972,906,88,FALSE,B
1544,116,769,100,FALSE,A
1545,28,490,53,FALSE,C
1546,36,763,90,FALSE,B
1547,429,761,100,FALSE,A
1548,223,626,74,TRUE,B
1549,184,201,100,FALSE,A
1550,285,591,98,FALSE,A
1551,961,40,100,FALSE,A
1552,259,253,94,FALSE,A
1553,213,912,95,FALSE,B
1554,931,78,62,TRUE,C
1555,377,625,85,FALSE,B
1556,541,851,79,FALSE,B
1557,751,181,100,FALSE,A
1558,696,853,73,FALSE,B
1559,667,729,45,FALSE,C
1560,27,71,98,TRUE,A
1561,852,947,71,FALSE,C
1562,649,671,58,FALSE,C
1563,657,463,61,FALSE,C
1564,937,505,70,FALSE,B
1565,831,382,100,TRUE,C
1566,536,227,81,FALSE,C
1567,848,194,77,FALSE,B
1568,156,248,94,FALSE,A
1569,302,784,64,FALSE,B
1570,848,723,59,FALSE,C
1571,148,340,77,TRUE,A
1572,493,850,86,FALSE,A
1573,457,576,69,FALSE,C
1574,948,86,82,FALSE,B
1575,890,457,86,TRUE,C
1576,613,828,100,FALSE,A
1577,409,418,96,TRUE,C
1578,158,303,73,FALSE,B
1579,82,27,80,TRUE,A
1580,428,706,56,FALSE,C
1581,665,314,66,FALSE,B
1582,379,271,97,FALSE,A
1583,817,501,84,TRUE,C
1584,642,612,100,FALSE,A
1585,764,634,89,FALSE,B
1586,305,347,56,FALSE,B
1587,960,462,77,FALSE,C
1588,107,37,62,TRUE,A
1589,445,382,43,FALSE,C
1590,983,635,64,FALSE,C
1591,738,770,96,TRUE,C
1592,742,766,54,FALSE,C
1593,823,688,74,TRUE,C
1594,259,902,100,FALSE,A
1595,170,854,64,TRUE,B
1596,485,869,100,FALSE,A
1597,251,930,97,FALSE,B
1598,511,208,79,FALSE,B
1599,261,47,71,FALSE,B
1600,961,453,100,FALSE,A
1601,687,55,100,FALSE,A
1602,128,162,86,FALSE,A
1603,640,621,89,FALSE,B
1604,231,620,100,FALSE,A
1605,282,842,100,FALSE,A
1606,841,68,66,TRUE,C
1607,827,402,67,TRUE,C
1608,446,986,86,TRUE,B
1609,615,85,75,TRUE,C
1610,622,487,82,FALSE,A
1611,717,367,100,FALSE,A
1612,134,957,100,FALSE,B
1613,618,356,100,FALSE,A
1614,779,474,90,FALSE,A
1615,74,604,90,FALSE,A
1616,255,218,83,TRUE,A
1617,752,868,98,FALSE,A
1618,414,882,60,FALSE,B
1619,401,4,100,TRUE,A
1620,563,353,49,FALSE,C
1621,71,154,83,TRUE,A
1622,148,384,67,FALSE,B
1623,172,196,100,FALSE,A
1624,997,734,76,TRUE,C
1625,597,859,100,FALSE,A
1626,750,188,75,FALSE,B
1627,160,841,100,FALSE,A
1628,460,5,100,TRUE,A
1629,647,372,71,FALSE,C
1630,247,739,88,FALSE,B
1631,279,160,58,FALSE,B
1632,768,213,100,TRUE,C
1633,751,747,44,FALSE,C
1634,363,160,100,FALSE,A
1635,124,284,53,FALSE,C
1636,560,948,38,FALSE,C
1637,604,136,62,FALSE,C
1638,456,59,100,FALSE,A
1639,29,466,100,TRUE,B
1640,241,492,87,TRUE,B
1641,166,851,73,FALSE,B
1642,800,541,98,TRUE,C
1643,519,762,100,FALSE,A
1644,572,291,68,FALSE,C
1645,841,143,71,TRUE,C
1646,851,715,68,FALSE,C
1647,956,277,46,FALSE,C
1648,494,763,69,FALSE,B
1649,622,271,79,FALSE,B
1650,667,874,71,FALSE,B
1651,741,98,78,FALSE,B
1652,123,366,77,FALSE,B
1653,772,388,45,TRUE,C
1654,720,276,94,FALSE,A
1655,79,321,61,TRUE,A
1656,965,740,100,FALSE,A
1657,34,105,100,FALSE,A
1658,33,229,50,TRUE,A
1659,685,476,100,TRUE,C
1660,693,614,100,TRUE,C
1661,192,737,100,TRUE,B
1662,102,722,69,FALSE,B
1663,321,55,61,TRUE,A
1664,411,845,30,FALSE,C
1665,4,372,84,FALSE,A
1666,955,271,77,TRUE,C
1667,524,678,80,TRUE,C
1668,921,810,73,FALSE,C
1669,5,101,35,FALSE,C
1670,242,434,93,TRUE,B
1671,16,660,72,FALSE,B
1672,872,427,79,FALSE,C
1673,750,504,100,TRUE,C
1674,909,385,64,FALSE,C
1675,22,977,100,FALSE,B
1676,296,274,61,TRUE,C
1677,692,604,61,TRUE,C
1678,812,830,96,TRUE,C
1679,645,298,56,FALSE,C
1680,481,909,54,FALSE,C
1681,411,718,88,FALSE,B
1682,780,379,93,FALSE,A
1683,681,233,54,TRUE,C
1684,908,782,100,FALSE,A
1685,938,447,59,TRUE,C
1686,877,426,92,FALSE,A
1687,816,916,62,FALSE,C
1688,685,832,51,FALSE,C
1689,569,267,69,TRUE,C
1690,481,273,20,FALSE,C
1691,524,78,94,FALSE,A
1692,77,990,79,TRUE,B
1693,777,271,93,FALSE,A
1694,25,108,70,FALSE,A
1695,330,945,77,TRUE,B
1696,145,544,73,FALSE,B
1697,154,385,100,FALSE,A
1698,532,199,97,FALSE,A
1699,324,800,58,FALSE,B
1700,666,249,87,FALSE,C
1701,976,954,53,FALSE,C
1702,862,569,47,FALSE,C
1703,570,142,89,FALSE,A
1704,596,716,90,FALSE,B
1705,949,338,100,TRUE,C
1706,425,974,100,TRUE,B
1707,759,60,89,FALSE,A
1708,886,546,77,FALSE,B
1709,733,32,82,FALSE,B
1710,502,894,62,FALSE,C
1711,678,608,80,TRUE,C
1712,68,533,75,FALSE,B
1713,527,306,87,TRUE,C
1714,862,293,69,FALSE,C
1715,146,58,78,FALSE,A
1716,75,436,49,FALSE,C
1717,647,9,55,FALSE,C
1718,524,330,73,FALSE,B
1719,431,664,99,TRUE,B
1720,321,717,85,FALSE,B
1721,813,998,54,TRUE,C
1722,382,579,39,TRUE,C
1723,522,112,89,TRUE,A
1724,844,367,73,TRUE,C
1725,915,118,88,FALSE,A
1726,386,835,92,FALSE,B
1727,158,888,63,FALSE,B
1728,934,721,75,TRUE,C
1729,953,329,47,TRUE,C
1730,479,287,81,FALSE,B
1731,81,455,49,FALSE,C
1732,213,748,66,TRUE,B
1733,389,96,49,FALSE,C
1734,209,98,96,TRUE,A
1735,234,369,82,FALSE,B
1736,869,780,90,FALSE,A
1737,409,486,45,FALSE,C
1738,755,830,80,FALSE,C
1739,619,834,79,FALSE,B
1740,791,239,71,TRUE,C
1741,72,945,88,FALSE,B
1742,4,196,76,TRUE,A
1743,497,761,66,TRUE,C
1744,218,334,69,FALSE,B
1745,853,870,93,FALSE,C
1746,355,339,80,FALSE,B
1747,931,234,97,FALSE,A
1748,149,29,81,TRUE,A
1749,104,608,85,FALSE,B
1750,949,615,71,FALSE,C
1751,893,972,49,FALSE,C
1752,24,593,57,FALSE,C
1753,421,651,77,FALSE,B
1754,291,483,61,FALSE,C
1755,230,302,57,FALSE,C
1756,52,568,90,FALSE,B
1757,622,235,81,FALSE,C
1758,938,494,60,FALSE,C
1759,689,573,83,FALSE,B
1760,922,897,74,FALSE,B
1761,205,513,71,TRUE,B
1762,678,708,66,TRUE,C
1763,683,199,75,FALSE,C
1764,298,19,53,FALSE,C
1765,968,142,63,FALSE,C
1766,0,870,71,TRUE,B
1767,7,200,76,FALSE,B
1768,354,798,85,FALSE,B
1769,296,96,30,FALSE,C
1770,612,97,81,FALSE,A
1771,173,449,66,FALSE,B
1772,869,223,81,TRUE,C
1773,676,328,93,FALSE,A
1774,83,38,82,TRUE,A
1775,285,745,67,TRUE,B
1776,185,866,62,FALSE,B
1777,967,744,100,TRUE,C
1778,317,962,75,FALSE,B
1779,123,557,88,TRUE,B
1780,207,558,75,FALSE,C
1781,337,390,90,TRUE,C
1782,910,380,100,FALSE,A
1783,573,198,79,FALSE,B
1784,347,76,100,TRUE,A
1785,334,536,76,FALSE,B
1786,751,407,68,FALSE,C
1787,553,649,100,TRUE,C
1788,42,931,77,FALSE,B
1789,70,33,100,FALSE,A
1790,333,366,66,FALSE,B
1791,644,73,100,FALSE,A
1792,696,456,55,FALSE,C
1793,170,965,58,FALSE,C
1794,570,269,69,FALSE,C
1795,851,241,83,FALSE,B
1796,613,227,86,TRUE,C
1797,840,552,94,TRUE,C
1798,495,458,29,FALSE,C
1799,734,281,58,TRUE,C
1800,186,662,94,TRUE,B
1801,94,726,81,TRUE,B
1802,390,27,48,TRUE,A
1803,299,23,81,FALSE,A
1804,559,940,88,TRUE,C
1805,548,930,71,FALSE,B
